,description,id,title
255,"You're the brains behind our work.
You're ready to bring your knowledge from the classroom to the boardroom; and Citi wants to help you get there. Whether it's honing your skills or building your network, we know that success can't come without growth. Our programs equip you with the knowledge and training you need to play a valuable role on your team, and establish a long-term career here. At Citi, we value internal mobility; and career growth is not a question of if but when.
Our Technology business is looking for enthusiastic individuals to join the team. Technology plays a central role in driving value for Citi and our clients by providing a foundation that enables Citi to achieve daily operational and long-term growth goals. As measured by transaction volume and customer touch points alone, Citi's Technology is one of the largest single organizations in the world, you will touch many lines of Citi business and support functions across the globe. By becoming a member of this team, you will be working as part of Citi Service Centers or part of a core function in Technology.",e56d6b62d621f421,"Technology, 2018 Full Time Analyst, Singapore"
256,"In your new role you will:
Work as an expert on Business Analytics / Machine Learning / Artificial Intelligence and present research findings to internal & external stakeholders
Ideation and change agent who works closely with all business units to inspire data driven business business innovation with examples and ideas
Thought leadership (data science), Problem statement analysis and Use case validation (including PoV and PoC)
Prove concepts, prototypes and implementations, mainly pertaining to Predictive analytics, Reinforcement Learning, NLP, Anomaly Detection, Deep Neural Networks etc
Responsible for End-to-end analytical cycles, covering Data pre-processing, EDA, Modelling and Visualisation of insights
Build Performance Metrics & dashboard / storyboard to present information and insights gathered as part of analysis
Apply Machine Learning frameworks such as H2O, Tenser Flow, Pytorch & Agile Methodologies for Business Analytics projects
Create and review technical design documentations / researches, patents and other intellectual property
Provides guidance to junior data scientists
Profile
You are best equipped for this task if you have:
PhD / Master’s Degree in Business Analytics / Mathematics / Statistics with min 5 years of relevant working experience
Strong understanding, conceptualizing and hands-on working knowledge using Data Science and Analytical methods for AI/ML including deep learning methods
Good understanding of cloud based AI/ML products from Google, Amazon, IBM & AWS
Programming & framework experience in one or more of the following: Python, C, C++, APO.ai, Cortana, Alexa, CloudML, AureML, CoreML, TensorFlow, Theano, Torch, Caffe, H2O.ai, etc
Experience in best practice adaption and external benchmarking
Structured and methodical with high degree of self-initiative
Excellent interpersonal skills with enhanced facilitation skills and practice influencing techniques
About Us
Part of your life. Part of tomorrow.

We make life easier, safer and greener – with technology that achieves more, consumes less and is accessible to everyone. Microelectronics from Infineon is the key to a better future. Efficient use of energy, environmentally-friendly mobility and security in a connected world – we solve some of the most critical challenges that our society faces while taking a conscientious approach to the use of natural resources.
What we offer you in Singapore
Singapore is our regional headquarter for Asia-Pacific and consists of production, research & development, sales & marketing, supply chain and many central functions.

 Find out more about our location Singapore",58506ff11a8afc13,Senior Analyst - Business Intelligence and Analytics
257,"The World Wide Supply Chain team is seeking to hire a Senior Business Analyst to join the Asia Pacific team. The role will be varied, encompassing all aspects of Supply Chain Operations throughout the life cycle of our products. The position is based in Singapore and reports to the Asia Pacific Supply Chain Manager.
The successful candidate will have high level analytical skills with the ability to dissect and analyse large amounts of data, present in an understandable format plus develop and present proposals for change.

This role will require the person to work both on individual studies and as part of wider project teams delivering significant business change.
The successful candidate will be expected to participate in:

• Identifying & analysing large amounts of information from multiple sources to identify profiles & trends. This could be APAC specific or it could be for any Apple geography or World Wide Analysis.

• The person will form part of the Global Supply Chain Group and ensure they are representing the requirements of the Asia Pacific region in the Global Supply Chain meetings.

• A key part of their role will be to understand and leverage the Supply Chain concepts and opportunities being worked across the other regions with a view to applying these to the Asia Pacific region. Where appropriate they will project manage the implementation of these initiatives in their region working closely with the relevant Supply Chain and Business Process Re-engineering (BPR) teams.

• The person will drive innovative and challenging thinking in our approach to supply chain and will ensure appropriate benchmarking takes place from a regional Supply Chain perspective at least on an annual basis.

• Undertake analysis to support decision making on fulfillment decisions.

• Evaluating current business processes and identify opportunities to improve.

• Present comprehensive proposals for enhancements based on investigations & analysis undertaken

• Work closely with Finance to focus on the identification of supply chain cost challenges and opportunities by product and by route to market.

• Work closely with other operational business units such as Reseller Operations, SDM, Retail Fulfillment and Apple Fulfillment Operations to focus on the identification of supply chain cost challenges and opportunities.

• Developing processes focusing on cost, lead-time and customer supply chain performance expectations

• Ability to maintain and develop relationships, within a project and team.
Technical person with the ability to quickly understand business processes and business drivers

Strong analytical and financial capabilities with experience in developing suites of reporting

Ability to manage complex projects in a matrix organization

A desire to operate hands on in the role and have excellent verbal, analytical, written, organizational and interpersonal skills

The appetite of a self-starter who is motivated and innovative, with a high tolerance of stress in managing multiple priorities and meeting all deadlines

Strong excel skills are essential with data base experience a distinct advantage

Experience with LTL, FTL, Parcel, Air and Ocean modes of transportation and providers of same, as well as global shipping standards and freight forwarding, would be a distinct advantage.
Supply Chain or Industrial Engineering Degree qualified with 7 years logistics, supply chain, fulfillment operations experience.
Prior experience in fields that demand complex quantitative analysis such as finance or operations research is beneficial.",e3d4ca49e018d24f,"Senior Business Analyst, Asia Pacific Supply Chain"
259,"YOUR PROFILE


Expected skills and experience

In depth understanding of markets energy
Strong analytical and programming skills: Ability to build models (xls, VBA, SQL, Python, modeling languages)
Experience in fundamental analysis in a business context with project management
Experience in a trading environment: Ability to work with traders, to translate market analyses into propositions/Strategies and to communicate them clearly
Good communication skills: Ability to explain complex issues; ability to work in multi cultural environment
Reactivity, creativity, initiative, ability to cope with tight deadlines, team spirit
Fluent in English
Fresh graduates are welcome
We offer

Intellectually challenging job
Integration within a larger team of experienced analysts and quants
Autonomy and possibility to take responsibilities
Possibility to grow, learn and develop, within an open environment of best in class trading and origination teams.

YOUR HR CONTACT


Liesbeth Verscheure

HR Partner

liesbeth.verscheure@engie.com


Qualifications

YOUR PROFILE


Expected skills and experience

In depth understanding of markets energy
Strong analytical and programming skills: Ability to build models (xls, VBA, SQL, Python, modeling languages)
Experience in fundamental analysis in a business context with project management
Experience in a trading environment: Ability to work with traders, to translate market analyses into propositions/Strategies and to communicate them clearly
Good communication skills: Ability to explain complex issues; ability to work in multi cultural environment
Reactivity, creativity, initiative, ability to cope with tight deadlines, team spirit
Fluent in English
Fresh graduates are welcome
We offer

Intellectually challenging job
Integration within a larger team of experienced analysts and quants
Autonomy and possibility to take responsibilities
Possibility to grow, learn and develop, within an open environment of best in class trading and origination teams.

YOUR HR CONTACT


Liesbeth Berscheure

HR Partner


Job
:
Trading / Portfolio management

Primary Location
:
Asia-Singapore

Organization
:
Asia

Schedule
:
Full-time

Nature of Responsibility
:
Professional / First Line team leader


Job Posting
:
Mar 1, 2018, 4:17:14 PM",1cdbb947128e0272,Energy Market Analysts – Market Modeling & Market View - Singapore
260,"What are my responsibilities?
Leading and developing a team of Business Analysts.
Key driver for the technology roadmap on business intelligence topics
Design, development and implementation of an overarching business intelligence solution
Design, development and implementation of Dashboards and Reports
Interaction with customers and business stakeholders to understand business requirements and identify data analytics driven business opportunities
Provide technical advices and guidelines to development teams and project leaders to make an efficient use of the BI & Big Data infrastructures while respecting the best practices and company policies and processes.
What do I need to qualify for this job?
Expertise in BI Frameworks, Methods and Tools
Strong Experience in using data visualization tools like Tableau, Qlik, Spotfire or Microstrategy
Strong Experience in SQL, Data Modelling, building business logic and semantics layers
Strong business analysis skills and experience, including development of business vision and strategies, functional decomposition, requirements capture, process modeling
Experience in Big Data Technologies like Hadoop, MapReduce, Kafka, HBase, Cassandra, Hive, Presto und Spark is a plus
Expertise is in business intelligence for diagnostic and maintenance data is a plus
Ability to think analytically and rapidly learn complex topics, especially in the field of analysis, evaluation and handling of structured and unstructured data
Strong presentation and communication skills on technical and business level
Requisition ID: 287100
Organization: Mobility
Career Level: Experienced Professional
Full time only",a851a52e5aea7d55,Business Intelligence Expert Lead
262,"People Operations strives to revolutionize human resources the same way that Google has revolutionized search. We are helping to find, grow and keep the remarkable assemblage of talent who are our Googlers. You'll be a champion of Google's culture and values, partnering with our business leaders to help them build their organizations and make sure all people decisions are based on data. Whether coaching your clients on how to lead their teams, navigating and resolving employee relations issues or managing programs that help develop our Googlers, you are exceptionally focused on putting them first, and being as clear and transparent as possible to help Googlers understand how people decisions get made.


The People Consultant team works directly with Googlers and People Partners to provide personalized guidance, support and solutions in relation to a breadth of People Ops-related activities.


In this role, you will ensure our Googlers experience the best that Google has to offer, using your client-facing, problem solving, analytical and execution skills, along with your domain expertise and empathy. You'll focus on optimizing Googler’s experiences, providing timely responses, sharing knowledge with fellow team members, and balancing Googlers' individual needs with Google's philosophy, principles, and available resources.


Great just isn't good enough for our People Operations team (you probably know us better as ""Human Resources""). Made up of equal parts HR professionals, former consultants and analysts, we're the champions of Google's colorful culture. In People Ops, we ""find them, grow them, and keep them"" - we bring the world's most innovative people to Google and provide the programs that help them thrive. Whether recruiting the next great Googler, refining our core programs, developing talent or simply looking for ways to inject some more fun into the lives of our Googlers, we bring a data-driven approach that is reinventing the human resources field.


Responsibilities
Provide support and consultation to the business regarding HR programs, policies, and other HR-related items.
Advise on performance management issues and lead minor investigations and reorganizations.
Assist People Partners with planning and roll-out of HR programs and initiatives.
Triage Googler enquiries via a ticketing system and connect Googlers to the right subject matter expert when necessary.
Identify opportunities to improve HR policies by connecting the dots across multiple experiences provided by Googlers/Managers. Identify and propose solutions to correct inconsistent HR policies and gaps.

Qualifications
Minimum qualifications:
BA/BS degree or equivalent practical experience.
5 years of relevant work experience.
Business partner or generalist experience. Experience with data, analysis, trends and reports.

Preferred qualifications:
Experience in HR, people programs, staffing or other large-scale people related roles.
Client-service experience with a focus on delivering exceptional customer service.
Demonstrated experience with cross-functional collaboration and influencing.
Effective interpersonal, teamwork and organizational skills.
Ability to speak and write in Mandarin fluently and idiomatically.",2d427ebf4b089077,People Consultant
263,"The BA (business analyst) role will be someone who is vital link between the business intelligence IT team, other systems IT team and business users. The BA will ensure that business objectives for new Business Intelligence & Data Warehouse projects are being met by supporting and ensuring the successful completion of business requirements gathering, initial prototyping, building, testing and deployment. The BA will also ensure relevant analysis and insights that will help to enhance business outcomes.



- Total IT experience of 7+ Years working with global enterprise or Clients setup on data projects with diverse team








- 4+ years of progressive experience in business intelligence projects covering design and set up of with an established BI tool for the creation and automation of Enterprise Scale dashboards, standard reports, scorecards, and ad-hoc reports to provide key business insights for entire organization.


- Experience in building prototypes for demonstration and illustration purposes for peer groups, Business partners, or senior leaders.








- Strong experience in analyzing data to draw business-relevant conclusions and in data visualization techniques and tools








- Proven experience in eliciting requirements and working closely with multiple stakeholders spanning different departments








- Have experience in data mining, ETL, etc. and using databases in a business environment.








- Have experience taking large volumes of data and condensing it into a clean, insightful, and automated format.








- Prior experience working in retail industry is a plus









Qualifications

Technical Skills


SNo 
Primary Skill 
Proficiency Level * 
Rqrd./Dsrd.


1 
Microstrategy 
NA 
Required
Proficiency Legends


Proficiency Level 
Generic Reference


PL1 
The associate has basic awareness and comprehension of the skill and is in the process of acquiring this skill through various channels.


PL2 
The associate possesses working knowledge of the skill, and can actively and independently apply this skill in engagements and projects.


PL3 
The associate has comprehensive, in-depth and specialized knowledge of the skill. She / he has extensively demonstrated successful application of the skill in engagements or projects.


PL4 
The associate can function as a subject matter expert for this skill. The associate is capable of analyzing, evaluating and synthesizing solutions using the skill.",07cf5c6a3886ca2b,BA - Retail
264,"Job Description
As a Business Analyst, this person would:
Working on client’s business operations and IT initiatives
Conducting stakeholder discussions / workshops for carrying out business analysis, defining solution alternatives, building consensus and obtaining sign-off.
Documenting client discussions, analysis findings and the recommended solution in clear and concise manner
Supporting the engagement team during functional validation and deployment of the solution
Effectively interacting with stakeholders across various business, operations, and IT teams on your own
Independently managing assigned work streams and ensure high quality deliverables
Managing work-stream plans within the engagement, if necessary
Developing strong working relationships with clients and ensure positive client feedback
Job Requirements
Minimum of 2 to 6 years of experience as a consultant or business analyst, preferably in a consulting or IT services vendor firm with exposure to methodologies and frameworks for business analysis
Prior experience in banking / financial services is a must, with good broader understanding of banking or capital markets, and deep understanding in at least one area preferably front or middle office domain
Post graduate qualification in Finance or an MBA from a reputed Institution. In exceptional case, candidates with four year degree program from a reputed university and appropriate work experience would be considered
Skills
Proficient in requirements management, business analysis and solution definition
Knowledge of Cash Management, Transaction Banking, typical business requirements and functional specifications templates
Proficient in data analysis using spreadsheet based and/or SQL queries
Ability to conduct well-structured discussions with business, operations and IT stakeholders
Good co-ordination skills to work in partnership with various stakeholders
Ability to independently plan, carry out and track assigned tasks and ensure their timely completion
Keywords in the resume
Business Analysis, Cash Management, Transaction Banking
Qualifications

ree",3e50d454e5c21896,Business Analyst Cash management
265,"If you really want to make a difference – make it with us
Launched in July 2017 by Prime Minister Lee and Siemens CEO Joe Kaeser, the Singapore Digitalization Hub is the first fully-integrated major Digital Hub for Siemens in the world. With contributions by all Divisions, the Singapore Hub will demonstrate our IoT leadership with digitalization show-cases and brings its expertise and innovations to the markets in the APAC region. An Urban & Infrastructure Data Analytics and Application Center (DAAC) forms the core and largest portion of the Digitalization Hub.
The City Use Case Innovation Lab and the Analytics & Visualization Lab help to kick-start the DAAC with sufficient expertise and to champion innovation and co-creation, complementing the digital centers of the Divisions. Driven by innovation, we develop data-driven intelligent solutions for the increasing digitalization of cities, infrastructure and industries. To do this, we work closely with our customers, partners and the global Siemens network, with agile methods and rapid prototyping.
We are forming a passionate group of solution innovators, UX devotees, techies, data scientists, software lovers, AR/VR experts, visual artists, and architects, working in a lean startup concept. We strive to solve complex problems in various domains ranging from industry, energy, mobility and buildings to smart cities by applying methods and principles of data analytics, artificial intelligence, simulations, and interactive visualization. We are looking for equally passionate techies to join us in this exciting journey of finding solutions to some non-trivial challenges of the always connected petabyte world.
Chief Architect - Software & Data Analytics
What are my responsibilities?
Provide technical leadership to the Urban & Infrastructure DAAC team, collaborators, eco-system partners and customers.
Leading & mentoring a team of SW Architects, Data Architects, Data Analysts, Cloud Experts and Web-developers
Oversee & manage projects implemented by Corporate Technologiy teams in India and China
Drive implementation of high-impact software architecture methods, tools, and processes.
Consult and collaborate with the Use-case Specialists, Solution Innovators and Product Owners as well as with the design team to identify and prioritize new data-analytics driven business opportunities, to define target architecture based on business requirements to implement innovative solutions in Minimum Viable Products and pilot installations as well as for future productization
Govern the architecture, design and technical implementation to guarantee scalable solutions. Guide, Define and Improve high-level platform architectures (data, software, enterprise) and framework definition, platform/application design specification, etc.
Define, articulate and apply architectural principles and patterns; Perform architecture reviews and assessments.
Communicate complex solutions in a clear and understandable way to both experts & non-experts.
What do I require to qualify for the job?
Masters degree or Ph.D. in Computer Science or Data Science or a related discipline
At least 10 years professional experience in designing, architecting and developing software based solutions (incl. large-scale / distributed systems) by applying state-of-the-art technologies for Scalable/High Throughput Data Management, Edge/Fog Analytics, Decision Support Systems, Machine Intelligence, and data intensive Digital applications on-premise and in cloud.
At least 6 years of experience setting the direction of data science projects with multiple stakeholders, collaborating with Developers, UX Experts, Product Owners, etc.
Multi-year Experience in executing architectural reviews of Data / Enterprise / Software architectures
5+ years Experience in working with cross-cultural global architect and SW developer teams from India, Europe, China, US
Experience in managing 3rd party and/or overseas development teams is a must
Worked as Product Owner for platforms and SW applications
Experience in Software development using Agile methodologies
Ability to handle multiple competing priorities in a fast-paced environment
Strong problem solving, communication and Social skills
Strong business analysis skills and experience, including development of business vision and strategies, functional decomposition, requirements capture, process modeling
Experience in applying machine/deep learning techniques on large volume sensor/image/video data (Hadoop, Spark, Druid, TensorFlow, Caffe and Theano) e.g. for prediction, simulation and decision support in future road management, edge analytics for factories and power plants, grid optimization
At least 6 years of proven deep technical expertise using any of the high level programming languages viz. Javascript , Python, Scala, R or Go
Solid proven experience with developing platforms using Micro-Services Architecture and the ecosystem with cloud as backend.
Deep knowhow of all the flavors of cloud i.e. PaaS, IaaS and SaaS for public, private, hybrid cloud.
Hands on with Containerization technologies like Docker, Docker swarm, Brooklyn, Kubernetes, Amazon ECS, Azure Container service
Deep understanding, passion and experience in distributed computing frameworks, especially Hadoop, Mahout, Spark, Pig, Hive and RDBMS, NoSQL datastores e.g. Cassandra, InfluxDB
Exposure/ experience to tools & Infrastructure such as Jenkins, Chef/Puppet/Ansible, GITHUB, Eclipse is desirable.
Experience of at least one of the commonly‐used methods, notations and tools (e.g. MooD, Rational Suite, METIS, Artisan, ISSE, System Architect, UML, RUP).
Knowledge of MQTT, Kafka, Apache Nifi, S3, Influx, Cassandra, Presto and Redshift
Hands on in developing application using J2EE, Webservices, Spring framework
Strong analysis skills and experience, including development of implementation strategies, functional decomposition, requirements capture, process modeling etc.
Strong knowledge of design and architectural patterns.
Closely following latest developments in Big Data landscape and be an early adopter of disruptive trends/technologies
Experience on Siemens related platforms and applications is preferable
Industry recognized certifications on enterprise architecture or software architecture, certification on underlying concepts, practices or tools from enterprise architecture to cloud computing/distributed computing and Scrum process are desired.
Certification in Design Thinking is a plus
Publication record in high profile peer-reviewed journals and conferences is also a plus
Requisition ID: 285015
Organization: Regional Companies
Career Level: Experienced Professional
Full time only",c714cdf2a02c7ef1,Chief Architect Software & Data-Analytics
266,"Alan Allman Asia is an independent consulting company, part of the ecosystem Alan Allman Associates. Established in Paris in 2009, the Alan Allman Associates is a community of 700+ experts. Our passionate’ team empower our clients throughout 20 distinct brands located in France, Belgium, Luxembourg, Netherlands, Switzerland, Spain, Portugal and Singapore.

They are dedicated to help our clients to run their businesses, operations and technology functions and offer them the best support to their challenges.

In the APAC region / Singapore, Alan Allman Asia has developed 3 principal areas of expertise:

Business Consulting : Strategy and Project Management, Compliance, Finance & Operations;
Infrastructure Management : System, Database, Network and Security;
Application Engineering : Digital Transformation, Business Intelligence, Big Data & Data Analytics

Job Summary:
In view of MIFID 2 requirements, the bank has a global compliance regulatory project for which it is looking for an IT Business Analyst with the following competencies:

Good knowledge of the private banking environment (or asset management) and portfolio management universe
Understanding of Application and Technical Architecture challenges and dependencies
Good knowledge of Application Development, Maintenance, Production and Support practices.
Capacity to work with multiple Technical teams, Infrastructure and testing teams

Under the responsibility of the Project Manager, the Business Analyst will

Write detailed functional specifications for developments done by technical teams
Assist in the definition of test plans and testing strategies and in the creation of test cases.
Design and execute transversal testing procedures
Bachelor degree (with major in computer science or finance)
3 years’ experience in the private banking or asset management industry
4 years’ experience in IT Development activities
Knowledge of OLYMPIC (by Eri bancaire) banking system is a plus
Good interpersonal skills
Rigor and commitment
Interest in both technical and functional aspects of IT Business Analysis.",dbe80fef50ab6c5a,IT Business Analyst
270,"Alan Allman Asia is an independent consulting company, part of the ecosystem Alan Allman Associates. Established in Paris in 2009, the Alan Allman Associates is a community of 700+ experts. Our passionate’ team empower our clients throughout 20 distinct brands located in France, Belgium, Luxembourg, Netherlands, Switzerland, Spain, Portugal and Singapore.
They are dedicated to help our clients to run their businesses, operations and technology functions and offer them the best support to their challenges.
In the APAC region / Singapore, Alan Allman Asia has developed 3 principal areas of expertise:
Business Consulting : Strategy and Project Management, Compliance, Finance & Operations;
Infrastructure Management : System, Database, Network and Security;
Application Engineering : Digital Transformation, Business Intelligence, Big Data & Data Analytics
General presentation of the position:
Under the responsibility of the Products & Services Domain Manager, the MyAdvisory Business Analyst (MyADv BA) will assist and work with the MyAdvisory Project on the entire projects and related to MyAdvisory for our WM sites.
The 2 main missions of the MyAdv BA will be to coordinate the implementation and bring added value to the existing functional setup by analyzing potential changes to existing process as well as analyzing new products to be added to the program.
Jointly with the IT teams, the MyAdv BA will also have to guarantee that each new setup is compatible with the existing WMIS standards in term of parameterization, in order to mutualize as much as possible the target solution. A detailed gap analysis will have to be performed on each site in order to minimize specific local solution in favor of MyAdvisory Calypso and our Global Asset solution.
The SP BA will interact with IT teams located in Singapore, Geneva while complying with WMIS norms and Standards. He or She will be the privileged contact for Asia site, and will assist the MyAdvisory Project Manager on all standard project management tasks such as:
Risks, attention points and issues follow-up
Requirements and general functional specifications
Coordinate all teams (BA and IT) working on the same projects
Ensure and anticipate the Change Management related to these new integration projects
Coordinate, supervise and perform Users Acceptance Tests (UAT)
Roles and responsibilities
Proactively communicate and collaborate with external and internal third-parties to analyze information needs and functional requirements and deliver the following artifacts as needed: (Functional requirements (Business Requirements Document), iii. Use Cases, GUI, Screen and Interface designs)
Define requirements using interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, use cases, scenarios, business analysis, tasks and workflow analysis.
Drive and challenge business units on their assumptions of how they will successfully execute their plans
Strong analytical and product management skills required, including a thorough understanding of how to interpret customer business needs and translate them into application and operational requirements.
Excellent verbal and written communication skills and the ability to interact professionally with a diverse group, managers, and subject matter experts.
Serves as the conduit between the customer community and the technology teams through which requirements flow.
Develop requirements specifications according to standard templates & methodology
Collaborate with developers and subject matter experts to establish the technical vision and analyze tradeoffs between usability and performance needs.
Be the liaison between the business units, technology teams and support teams.
Profile with an experience of a minimum of 5 years in the Banking industry and especially as a Business Analyst;
Good knowledge of banking domains and activities (Front Office, back Office, Trading, …) especially in Wealth Management area;
Financial Products functional/business knowledge;
Knowledge of AAA from TEMENOS is considered as a strong benefit.
Excellent verbal and written communication skills
First significant experience in Business Analyst position (functional design, specifications, tests…)
Ability to manage relationship with other IT teams (users, development, architecture, integration…)
Implication and availability
Autonomy
Rigour and Method",98bffaa524a261db,Business Analyst - MyAdvisory
271,"Our client is a consulting company group with team of experts and seasoned entrepreneurs providing technology consulting, business growth advises as well as venture capital for group companies and new startup. They are looking for Business Process Analyst who can perform independently in business process work or transformation to provide world class services to clients.
My client is looking for a Business Process Analyst who is knowledgeable about business process work, business analysis, transformation project and come up with fresh ideas and turn the ideas into feasible and profitable business solutions for their clients.
Responsibilities:
Ensure proper documentation of procedures through deep understanding of the client’s business processes
Provide consultation to clients to address business issues with best solutions.
Develop and use logistics/big data/business analytics exploratory solutions based on multiple layer data analytics, with focus on finding trends that lead to cost savings and process improvements
Work independently and be able to think outside of the box and coming up with creative solutions to business problems.
Create solutions that transform raw data into meaningful and useful information used to enable more effective strategic, tactical, and operational insights and decision-making
Planned and formulate the company’s strategic plans, monitor and review the output.
Minimum degree qualification
With at least 2 years of relevant working experiences, preferably with business analyst and business process in logistics industry
Excellent written/verbal communication skills in English
Excellent in business model analysis, project management, strategic planning knowledge
Available for travel
Knowledge or exposure to entrepreneur or venture capital would be an advantage
Be flexible and able to work both as an individual contributor as well as a teammate
Interested candidates please email to apply_AC6@talentstork.com",51cf9228e30f8528,Business Process Analyst (Logistics)
273,"Requirement Gathering, RS preparation, Development, support for customized enhancements
Analyzing bank’s requirement for application monitoring and different tools for monitoring.
Implementation of monitoring tool for Finacle application
Experience in giving domain/business analysis training/presentations. Worked in domain related activities i.e. training to development team, white paper and domain magazine
Experience in Banking
Have experience working in client management, release management, project planning & execution, vendor management and demand management.
Experience in banking infrastructure and technology services.
Thorough insight into SDLC phases, Onsite-Offshore working model, technology services and working model of financial/banking/insurance institutions.
Good to have a exp in AGILE delivery.",8e5354c24a3c4492,Openings for Business Analyst
275,"Description:


Business Analyst is a support level staff with
advanced skills in MS Excel and Access
that can create, formulate, and develop reports needed by operation and account management team to achieve the clients’ requirements and objectives.


Duties and Responsibilities:

Construct, design and implement reporting tools, related to Performance Management, Operations & Account Management
Develop daily, weekly, monthly, and yearly reports on all Call Centre metrics
Prepare and present accurate and complete service reports to the different clients and produce Call Centre Daily Key Performance Reports and other metrics as requested by Account/Operation Management team
Assist in producing internal and external reports according to existing, new, or revised practices, procedures, or policies of the Call Centre Team
Report different Team and Individual Statistics to the Call Centre Manager/ Site Director/ Account Manager on a weekly and monthly basis
Review and analyse data; the trends, opportunities, client needs, recommendations, etc
Coordinate and prepare appropriate sources for the reports needed
Maintain a database and back-up of various Call Centre reports
Assist in planning and preparing operational, workforce management and account management reporting
Assume any ad-hoc tasks assigned by the operations department

Qualification requirements:

Degree or diploma holders
At least 3 years’ experience in data analysis and reporting functions
Analytical, logical with keenness to details
Must have working knowledge of Avaya CMS Supervisor
Advance skills in MS Excel & Access (Pivot, VB, SQL)
Knowledgeable in software programming is an advantage
Knowledgeable in all Reporting tools and usage
Ability to read and interpret complex data
Excellent Written & Verbal Communication Skills
Strong ability to multi-task – able to prioritize, adhere to tight deadlines and meet program objectives
Possess initiative and the strong ability to work under pressure in a fast-paced environment
Independent and self-motivated
Experience working as an Analyst in a call centre environment is preferred
Singaporean only

Location: Tai Seng


Salary Range: $2800 - $3800 + AWS


Interested candidates please send me ur resume at ruchika@justrecruit.com.sg or contact at 62222426.


Regards,


Ruchika (R1550265)


Just Recruit Singapore (EA12C6295)",c1a9d37f7e11b71e,Business Analyst - Excel must
278,"We are currently seeking a Senior Business Analyst, IT to join DHL eCommerce Asia Pacific!
The Senior Business Analyst, IT will be responsible to provide IT solutions that meets the requirements of the Business and the Customer. The role requires the incumbent to work jointly and communicate effectively with other functional areas of the business (Commercial, Operations, Products, Marketing, Sales, etc.), the development supplier, the global and regional IT teams as well as the user community.
Essential Duties and Responsibilities
• Gather, analyse and document business requirements in complex projects, in a fast-paced and dynamic environment.
• Manage solution development.
• Drive innovative solutions that are easy to use for our customers.
• Develop and facilitate best practices in a global DHL eCommerce IT team.
• Develop system specifications (including wireframes, use cases, UML, business process modelling).
• Drive requirements effort estimation and develop release plans in alignment with stakeholders, including the project and business leads.
• Act as the primary e-business liaison to business teams as well as onsite or offshore development team for assigned projects.
• Provide Quality Assurance for newly developed solutions and coordinate User acceptance.
• Support deployment and post-launch maintenance/enhancement.
Desired Skills / Qualifications
• At least 8 years in of experience in IT or related field, proven experience with commonly used concepts, practices, and procedures within IT field, preferably within airline, transportation or logistics industry.
• Preferred e-Commerce website and/or customer portal design experience. Experience in B2C e-Commerce advantageous.
• At least 5 years experience with requirements engineering tools and SQL databases.
• At least 5 years experience with HTML, CSS, related web technologies and backend systems to support online commerce.
• Demonstrated Go-Getter attitude.
• Strong analytical and problem solving and quantitative analysis skills.
• Excellent communication (written and oral) and interpersonal skills. Must be able to communicate effectively and confidently with users, team members and management.
• Demonstrated facilitation skills.
• Is able to elicit requirements from stakeholders across organizational and geographical boundaries.
• Proven experience at driving consensus across multiple stakeholders.
• Has worked in a global/regional setting, with globally distributed stakeholders.
• Willing to travel internationally.
• Experience with DP DHL group of companies is advantageous.
• Is a Go-Getter.
Minimum Educational Qualification
• Master or Bachelor’s degree in Computer Science/ Engineering or related fields.
-",2695f34a54390fae,"senior business analyst, it"
